"Name","Team","POS","Salary","Years","Total Value","Avg Annual","year"
"Alex Avila","ARI","C","$4,000,000","2 (2018-19)","$8,250,000","$4,125,000",2013
"Matt Adams","WSH","1B","$4,000,000","1 (2018)","$4,000,000","$4,000,000",2013
"Doug Fister","TEX","SP","$4,000,000","1 (2018)","$4,000,000","$4,000,000",2013
"Carlos Gomez","TB","OF","$4,000,000","1 (2018)","$4,000,000","$4,000,000",2013
"Francisco Liriano","DET","SP","$4,000,000","1 (2018)","$4,000,000","$4,000,000",2013
"Neil Walker","NYY","2B","$4,000,000","1 (2018)","$4,000,000","$4,000,000",2013
"Chris Iannetta","COL","C","$3,975,000","2 (2018-19)","$8,500,000","$4,250,000",2013
"Robbie Ray","ARI","SP","$3,950,000","1 (2018)","$3,950,000","$3,950,000",2013
"Nate Jones","CWS","RP","$3,950,000","3 (2016-18)","$8,000,000","$2,666,667",2013
"Martin Maldonado","LAA","C","$3,900,000","1 (2018)","$3,900,000","$3,900,000",2013
"Joe Kelly","BOS","RP","$3,825,000","1 (2018)","$3,825,000","$3,825,000",2013
"Jarrod Dyson","ARI","OF","$3,750,000","2 (2018-19)","$7,500,000","$3,750,000",2013
"Jimmy Nelson","MIL","SP","$3,700,000","1 (2018)","$3,700,000","$3,700,000",2013
"Corey Knebel","MIL","RP","$3,650,000","1 (2018)","$3,650,000","$3,650,000",2013
"Steven Souza Jr.","ARI","OF","$3,550,000","1 (2018)","$3,550,000","$3,550,000",2013
"Odubel Herrera","PHI","OF","$3,550,000","5 (2017-21)","$30,500,000","$6,100,000",2013
"Kurt Suzuki","ATL","C","$3,500,000","1 (2018)","$3,500,000","$3,500,000",2013
"Brian Duensing","CHC","RP","$3,500,000","2 (2018-19)","$7,000,000","$3,500,000",2013
"Lucas Duda","KC","1B","$3,500,000","1 (2018)","$3,500,000","$3,500,000",2013
"Travis d'Arnaud","NYM","C","$3,475,000","1 (2018)","$3,475,000","$3,475,000",2013
"Joe Panik","SF","2B","$3,450,000","1 (2018)","$3,450,000","$3,450,000",2013
"Arodys Vizcaino","ATL","RP","$3,400,000","1 (2018)","$3,400,000","$3,400,000",2013
"Chris Owings","ARI","SS","$3,400,000","1 (2018)","$3,400,000","$3,400,000",2013
"Justin Bour","MIA","1B","$3,400,000","1 (2018)","$3,400,000","$3,400,000",2013
"Wilmer Flores","NYM","1B","$3,400,000","1 (2018)","$3,400,000","$3,400,000",2013
"Dan Straily","MIA","SP","$3,375,000","1 (2018)","$3,375,000","$3,375,000",2013
"Tim Beckham","BAL","3B","$3,350,000","1 (2018)","$3,350,000","$3,350,000",2013
"Rougned Odor","TEX","2B","$3,333,333","6 (2017-22)","$49,500,000","$8,250,000",2013
"Adam Warren","NYY","RP","$3,315,000","1 (2018)","$3,315,000","$3,315,000",2013
"David Peralta","ARI","OF","$3,300,000","1 (2018)","$3,300,000","$3,300,000",2013
"Kevin Pillar","TOR","OF","$3,250,000","1 (2018)","$3,250,000","$3,250,000",2013
"Tony Watson","SF","RP","$3,250,000","2 (2018-19)","$7,000,000","$3,500,000",2013
"Cameron Maybin","MIA","OF","$3,250,000","1 (2018)","$3,250,000","$3,250,000",2013
"Felipe Rivero","PIT","RP","$3,250,000","4 (2018-21)","$22,000,000","$5,500,000",2013
"Addison Russell","CHC","SS","$3,200,000","1 (2018)","$3,200,000","$3,200,000",2013
"Marcus Semien","OAK","SS","$3,125,000","1 (2018)","$3,125,000","$3,125,000",2013
"Kenta Maeda","LAD","SP","$3,125,000","8 (2016-23)","$25,000,000","$3,125,000",2013
"Stephen Vogt","MIL","C","$3,065,000","1 (2018)","$3,065,000","$3,065,000",2013
"Jung-ho Kang","PIT","3B","$3,062,500","4 (2015-18)","$11,000,000","$2,750,000",2013
"Bud Norris","STL","RP","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Drew Smyly","CHC","SP","$3,000,000","2 (2018-19)","$10,000,000","$5,000,000",2013
"Austin Jackson","SF","OF","$3,000,000","2 (2018-19)","$6,000,000","$3,000,000",2013
"Josh Tomlin","CLE","SP","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Howie Kendrick","WSH","OF","$3,000,000","2 (2018-19)","$7,000,000","$3,500,000",2013
"Chris Tillman","BAL","SP","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Colby Rasmus","BAL","OF","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Clayton Richard","SD","SP","$3,000,000","2 (2018-19)","$6,000,000","$3,000,000",2013
"Drew Hutchison","PHI","RP","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Jon Jay","KC","OF","$3,000,000","1 (2018)","$3,000,000","$3,000,000",2013
"Mike Zunino","SEA","C","$2,975,000","1 (2018)","$2,975,000","$2,975,000",2013
"Noah Syndergaard","NYM","SP","$2,975,000","1 (2018)","$2,975,000","$2,975,000",2013
"Maikel Franco","PHI","3B","$2,950,000","1 (2018)","$2,950,000","$2,950,000",2013
"Brandon Maurer","KC","RP","$2,950,000","1 (2018)","$2,950,000","$2,950,000",2013
"Eugenio Suarez","CIN","3B","$2,916,666","7 (2018-24)","$66,000,000","$9,428,571",2013
"Derek Dietrich","MIA","OF","$2,900,000","1 (2018)","$2,900,000","$2,900,000",2013
"J.T. Realmuto","MIA","C","$2,900,000","1 (2018)","$2,900,000","$2,900,000",2013
"Shohei Ohtani","LAA","SP","$2,860,000","1 (2018)","$2,860,000","$2,860,000",2013
"Jose Ramirez","CLE","3B","$2,828,600","5 (2017-21)","$26,000,000","$5,200,000",2013
"Aaron Hicks","NYY","OF","$2,825,000","1 (2018)","$2,825,000","$2,825,000",2013
"Rene Rivera","LAA","C","$2,800,000","1 (2018)","$2,800,000","$2,800,000",2013
"Will Harris","HOU","RP","$2,800,000","2 (2017-18)","$5,000,000","$2,500,000",2013
"Yoshihisa Hirano","ARI","RP","$2,750,000","2 (2018-19)","$6,000,000","$3,000,000",2013
"Brandon Guyer","CLE","OF","$2,750,000","2 (2017-18)","$5,000,000","$2,500,000",2013
"Nick Vincent","SEA","RP","$2,750,000","1 (2018)","$2,750,000","$2,750,000",2013
"George Kontos","PIT","RP","$2,725,000","1 (2018)","$2,725,000","$2,725,000",2013
"Jake Diekman","TEX","RP","$2,712,500","1 (2018)","$2,712,500","$2,712,500",2013
"Aaron Sanchez","TOR","SP","$2,700,000","1 (2018)","$2,700,000","$2,700,000",2013
"Randal Grichuk","TOR","OF","$2,600,000","1 (2018)","$2,600,000","$2,600,000",2013
"Joc Pederson","LAD","OF","$2,600,000","1 (2018)","$2,600,000","$2,600,000",2013
"Jonathan Villar","MIL","2B","$2,550,000","1 (2018)","$2,550,000","$2,550,000",2013
"Michael A. Taylor","WSH","OF","$2,525,000","1 (2018)","$2,525,000","$2,525,000",2013
"Boone Logan","MIL","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2013
"Matt Albers","MIL","RP","$2,500,000","2 (2018-19)","$5,000,000","$2,500,000",2013
"Nick Hundley","SF","C","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2013
"Will Smith","SF","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2013
"Sergio Romo","TB","RP","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2013
"David Hernandez","CIN","RP","$2,500,000","2 (2018-19)","$5,000,000","$2,500,000",2013
"Alcides Escobar","KC","SS","$2,500,000","1 (2018)","$2,500,000","$2,500,000",2013
"Lance McCullers Jr.","HOU","SP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2013
"Zach McAllister","CLE","RP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2013
"Luis Avilan","CWS","RP","$2,450,000","1 (2018)","$2,450,000","$2,450,000",2013
"Brad Peacock","HOU","RP","$2,440,000","1 (2018)","$2,440,000","$2,440,000",2013
"Eric Sogard","MIL","2B","$2,400,000","1 (2018)","$2,400,000","$2,400,000",2013
"Eduardo Rodriguez","BOS","SP","$2,375,000","1 (2018)","$2,375,000","$2,375,000",2013
"James McCann","DET","C","$2,375,000","1 (2018)","$2,375,000","$2,375,000",2013
"Kendall Graveman","OAK","SP","$2,360,000","1 (2018)","$2,360,000","$2,360,000",2013
"Yolmer Sanchez","CWS","3B","$2,350,000","1 (2018)","$2,350,000","$2,350,000",2013
"Tony Cingrani","LAD","RP","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2013
"C.J. Cron","TB","1B","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2013
"Drew Butera","KC","C","$2,300,000","2 (2017-18)","$3,800,000","$1,900,000",2013
"Carlos Rodon","CWS","SP","$2,300,000","1 (2018)","$2,300,000","$2,300,000",2013
"Jorge De La Rosa","ARI","RP","$2,250,000","1 (2018)","$2,250,000","$2,250,000",2013
"Randall Delgado","ARI","RP","$2,250,000","1 (2018)","$2,250,000","$2,250,000",2013
"Craig Stammen","SD","RP","$2,250,000","2 (2018-19)","$4,500,000","$2,250,000",2013
"Robinson Chirinos","TEX","C","$2,250,000","2 (2017-18)","$4,200,000","$2,100,000",2013
"Brock Holt","BOS","2B","$2,225,000","1 (2018)","$2,225,000","$2,225,000",2013
"Mike Foltynewicz","ATL","SP","$2,200,000","1 (2018)","$2,200,000","$2,200,000",2013
"Josh Fields","LAD","RP","$2,200,000","1 (2018)","$2,200,000","$2,200,000",2013
"Dominic Leone","STL","RP","$2,170,000","1 (2018)","$2,170,000","$2,170,000",2013
"Blake Treinen","OAK","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2013
"Chris Hatcher","OAK","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2013
"Zach Duke","MIN","RP","$2,150,000","1 (2018)","$2,150,000","$2,150,000",2013
"Jared Hughes","CIN","RP","$2,125,000","2 (2018-19)","$4,500,000","$2,250,000",2013
"Tyler Thornburg","BOS","RP","$2,050,000","1 (2018)","$2,050,000","$2,050,000",2013
"Chris Young","LAA","OF","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Aledmys Diaz","TOR","SS","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Seung Hwan Oh","TOR","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Daniel Descalso","ARI","1B","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Jeff Mathis","ARI","C","$2,000,000","2 (2017-18)","$4,000,000","$2,000,000",2013
"Tom Koehler","LAD","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Jacob Turner","MIA","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Jose Reyes","NYM","SS","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Nathan Eovaldi","TB","SP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Chad Bettis","COL","SP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Michael Pineda","MIN","SP","$2,000,000","2 (2018-19)","$10,000,000","$5,000,000",2013
"Robbie Grossman","MIN","OF","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Hector Santiago","CWS","RP","$2,000,000","1 (2018)","$2,000,000","$2,000,000",2013
"Hernan Perez","MIL","2B","$1,975,000","1 (2018)","$1,975,000","$1,975,000",2013
"Sandy Leon","BOS","C","$1,950,000","1 (2018)","$1,950,000","$1,950,000",2013
"Shane Greene","DET","RP","$1,950,000","1 (2018)","$1,950,000","$1,950,000",2013
"Alex Wilson","DET","RP","$1,925,000","1 (2018)","$1,925,000","$1,925,000",2013
"JC Ramirez","LAA","SP","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2013
"Jake Marisnick","HOU","OF","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2013
"Liam Hendriks","OAK","RP","$1,900,000","1 (2018)","$1,900,000","$1,900,000",2013
"Kazuhisa Makita","SD","RP","$1,900,000","2 (2018-19)","$3,800,000","$1,900,000",2013
"Tyler Skaggs","LAA","SP","$1,875,000","1 (2018)","$1,875,000","$1,875,000",2013
"Brad Boxberger","ARI","RP","$1,850,000","1 (2018)","$1,850,000","$1,850,000",2013
"Aaron Loup","TOR","RP","$1,812,500","1 (2018)","$1,812,500","$1,812,500",2013
"Blake Parker","LAA","RP","$1,800,000","1 (2018)","$1,800,000","$1,800,000",2013
"Jeremy Jeffress","MIL","RP","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2013
"Rajai Davis","CLE","OF","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2013
"Chris Martin","TEX","RP","$1,750,000","2 (2018-19)","$4,000,000","$2,000,000",2013
"Tony Barnette","TEX","RP","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2013
"Leonys Martin","DET","OF","$1,750,000","1 (2018)","$1,750,000","$1,750,000",2013
"Cory Spangenberg","SD","2B","$1,700,000","1 (2018)","$1,700,000","$1,700,000",2013
"Cory Gearrin","SF","RP","$1,675,000","1 (2018)","$1,675,000","$1,675,000",2013
"Dylan Bundy","BAL","SP","$1,640,000","1 (2018)","$1,640,000","$1,640,000",2013
"Roberto Perez","CLE","C","$1,625,000","4 (2017-20)","$9,000,000","$2,250,000",2013
"Ketel Marte","ARI","SS","$1,600,000","5 (2018-22)","$24,000,000","$4,800,000",2013
"Enrique Hernandez","LAD","OF","$1,600,000","1 (2018)","$1,600,000","$1,600,000",2013
"Ryan Pressly","MIN","RP","$1,600,000","1 (2018)","$1,600,000","$1,600,000",2013
"Hunter Strickland","SF","RP","$1,550,000","1 (2018)","$1,550,000","$1,550,000",2013
"Stephen Piscotty","OAK","OF","$1,500,000","6 (2017-22)","$33,500,000","$5,583,333",2013
"John Axford","TOR","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Tyler Clippard","TOR","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Paul DeJong","STL","SS","$1,500,000","6 (2018-23)","$26,000,000","$4,333,333",2013
"Fernando Salas","ARI","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Pedro Baez","LAD","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Derek Holland","SF","SP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Matt Belisle","CLE","RP","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Cliff Pennington","CIN","2B","$1,500,000","1 (2018)","$1,500,000","$1,500,000",2013
"Blake Wood","LAA","RP","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2013
"Devon Travis","TOR","2B","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2013
"Christian Vazquez","BOS","C","$1,450,000","1 (2018)","$1,450,000","$1,450,000",2013
"Nate Karns","KC","SP","$1,375,000","1 (2018)","$1,375,000","$1,375,000",2013
"Michael Lorenzen","CIN","RP","$1,312,500","1 (2018)","$1,312,500","$1,312,500",2013
"Tommy Kahnle","NYY","RP","$1,312,500","1 (2018)","$1,312,500","$1,312,500",2013
"Miguel Montero","WSH","C","$1,300,000","1 (2018)","$1,300,000","$1,300,000",2013
"Chris Rusin","COL","RP","$1,287,500","1 (2018)","$1,287,500","$1,287,500",2013
"Nick Ahmed","ARI","SS","$1,275,000","1 (2018)","$1,275,000","$1,275,000",2013
"Caleb Joseph","BAL","C","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2013
"A.J. Ellis","SD","C","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2013
"Kevin Jepsen","TEX","RP","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2013
"Phil Gosselin","CIN","2B","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2013
"Justin Grimm","KC","RP","$1,250,000","1 (2018)","$1,250,000","$1,250,000",2013
"Tyler Lyons","STL","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2013
"Danny Valencia","BAL","1B","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2013
"Luis Garcia","PHI","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2013
"Keone Kela","TEX","RP","$1,200,000","1 (2018)","$1,200,000","$1,200,000",2013
"Andrew Chafin","ARI","RP","$1,195,000","1 (2018)","$1,195,000","$1,195,000",2013
"Miguel Rojas","MIA","SS","$1,180,000","1 (2018)","$1,180,000","$1,180,000",2013
"Leury Garcia","CWS","OF","$1,175,000","1 (2018)","$1,175,000","$1,175,000",2013
"Scott Kingery","PHI","2B","$1,166,666","6 (2018-23)","$24,000,000","$4,000,000",2013
"Dan Otero","CLE","RP","$1,150,000","2 (2018-19)","$2,500,000","$1,250,000",2013
"Kyle Barraclough","MIA","RP","$1,113,000","1 (2018)","$1,113,000","$1,113,000",2013
"Cam Bedrosian","LAA","RP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2013
"Rex Brothers","ATL","RP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2013
"Steven Wright","BOS","SP","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2013
"Austin Romine","NYY","C","$1,100,000","1 (2018)","$1,100,000","$1,100,000",2013
"Braxton Lee","MIA","OF","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Brett Graves","MIA","RP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Caleb Smith","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Chris O'Grady","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Dillon Peters","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Drew Steckenrider","MIA","RP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Elieser Hernandez","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Odrisamer Despaigne","MIA","SP","$1,090,000","1 (2018)","$1,090,000","$1,090,000",2013
"Sam Freeman","ATL","RP","$1,075,000","1 (2018)","$1,075,000","$1,075,000",2013
"Kirby Yates","SD","RP","$1,062,500","1 (2018)","$1,062,500","$1,062,500",2013
"Jose Alvarez","LAA","RP","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2013
"Andrew Romine","SEA","SS","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2013
"Jurickson Profar","TEX","2B","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2013
"Danny Farquhar","CWS","RP","$1,050,000","1 (2018)","$1,050,000","$1,050,000",2013
"Carlos Correa","HOU","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Peter Bourjos","ATL","OF","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Chase Utley","LAD","2B","$1,000,000","2 (2018-19)","$2,000,000","$1,000,000",2013
"Gregor Blanco","SF","OF","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Bryan Holaday","MIA","C","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Joaquin Benoit","WSH","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Pedro Alvarez","BAL","1B","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Jordan Lyles","SD","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Jesse Chavez","TEX","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Tim Lincecum","TEX","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Blaine Boyer","KC","RP","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Ryan Goins","KC","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Ehire Adrianza","MIN","SS","$1,000,000","1 (2018)","$1,000,000","$1,000,000",2013
"Tim Anderson","CWS","SS","$1,000,000","6 (2017-22)","$25,000,000","$4,166,667",2013
"Tommy La Stella","CHC","2B","$950,000","1 (2018)","$950,000","$950,000",2013
"Matt Szczur","SD","OF","$950,000","1 (2018)","$950,000","$950,000",2013
"Matt Duffy","TB","3B","$930,000","1 (2018)","$930,000","$930,000",2013
"Jesus Sucre","TB","C","$925,000","1 (2018)","$925,000","$925,000",2013
"Josh Phegley","OAK","C","$905,000","1 (2018)","$905,000","$905,000",2013
"Craig Gentry","BAL","OF","$900,000","1 (2018)","$900,000","$900,000",2013
"Ryan Rua","TEX","OF","$870,000","1 (2018)","$870,000","$870,000",2013
"Anthony DeSclafani","CIN","SP","$860,000","1 (2018)","$860,000","$860,000",2013
"Ji-Man Choi","MIL","1B","$850,000","1 (2018)","$850,000","$850,000",2013
"T.J. McFarland","ARI","RP","$850,000","1 (2018)","$850,000","$850,000",2013
"Carson Smith","BOS","RP","$850,000","1 (2018)","$850,000","$850,000",2013
"Jacob Lindgren","ATL","RP","$820,000","1 (2018)","$820,000","$820,000",2013
"Chasen Shreve","NYY","RP","$805,000","1 (2018)","$805,000","$805,000",2013
"Andrew Heaney","LAA","SP","$800,000","1 (2018)","$800,000","$800,000",2013
"Chase Whitley","ATL","RP","$800,000","1 (2018)","$800,000","$800,000",2013
"Guillermo Heredia","SEA","OF","$782,000","1 (2018)","$782,000","$782,000",2013
"Jake Smolinski","OAK","OF","$775,000","1 (2018)","$775,000","$775,000",2013
"Ryan Flaherty","ATL","2B","$750,000","1 (2018)","$750,000","$750,000",2013
"Ichiro Suzuki","SEA","OF","$750,000","1 (2018)","$750,000","$750,000",2013
"Chaz Roe","TB","RP","$720,000","1 (2018)","$720,000","$720,000",2013
"Kevin Quackenbush","CIN","RP","$690,000","1 (2018)","$690,000","$690,000",2013
"Javier Baez","CHC","2B","$657,000","1 (2018)","$657,000","$657,000",2013
"Francisco Pena","STL","C","$650,000","1 (2018)","$650,000","$650,000",2013
"Wade LeBlanc","SEA","RP","$650,000","1 (2018)","$650,000","$650,000",2013
"Robbie Erlin","SD","SP","$650,000","1 (2018)","$650,000","$650,000",2013
"Niko Goodrum","DET","3B","$650,000","1 (2018)","$650,000","$650,000",2013
"Trevor May","MIN","RP","$650,000","1 (2018)","$650,000","$650,000",2013
"Adam Duvall","CIN","OF","$645,000","1 (2018)","$645,000","$645,000",2013
"Yimi Garcia","LAD","RP","$630,000","1 (2018)","$630,000","$630,000",2013
"Francisco Lindor","CLE","SS","$623,200","1 (2018)","$623,200","$623,200",2013
"Aaron Judge","NYY","OF","$622,300","1 (2018)","$622,300","$622,300",2013
"Brandon Drury","NYY","3B","$621,900","1 (2018)","$621,900","$621,900",2013
"Andrew Benintendi","BOS","OF","$620,500","1 (2018)","$620,500","$620,500",2013
"Gary Sanchez","NYY","C","$620,400","1 (2018)","$620,400","$620,400",2013
"Ronald Torreyes","NYY","SS","$615,500","1 (2018)","$615,500","$615,500",2013
"Mike Montgomery","CHC","RP","$611,250","1 (2018)","$611,250","$611,250",2013
"Dan Winkler","ATL","RP","$610,000","1 (2018)","$610,000","$610,000",2013
"Zac Rosscup","COL","RP","$610,000","1 (2018)","$610,000","$610,000",2013
"Michael Conforto","NYM","OF","$605,094","1 (2018)","$605,094","$605,094",2013
"Corey Seager","LAD","SS","$605,000","1 (2018)","$605,000","$605,000",2013
"Matt Barnes","BOS","RP","$605,000","1 (2018)","$605,000","$605,000",2013
"Luis Severino","NYY","SP","$604,975","1 (2018)","$604,975","$604,975",2013
"Kyle Schwarber","CHC","OF","$604,500","1 (2018)","$604,500","$604,500",2013
"Willson Contreras","CHC","C","$604,500","1 (2018)","$604,500","$604,500",2013
"Eddie Rosario","MIN","OF","$602,500","1 (2018)","$602,500","$602,500",2013
"Miguel Sano","MIN","3B","$602,500","1 (2018)","$602,500","$602,500",2013
"Pedro Florimon","PHI","OF","$600,000","1 (2018)","$600,000","$600,000",2013
